Image;Collection;Production;Date;Occasion;Leaflet Language
Scan 2024-03-25 1354-160.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-161.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-162.jpeg;1959-1960;De Rozenkavalier;21/05/1960;;ned
Scan 2024-03-25 1354-163.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-164.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-165.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-166.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-167.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-168.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-169.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-170.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-171.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-172.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-173.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-174.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-175.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-176.jpeg;1959-1960;Het kasteel van Blauwbaard;22/05/1960;;ned
Scan 2024-03-25 1354-177.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-178.jpeg;1959-1960;De wonderbare Mandarijn;22/05/1960;;ned
Scan 2024-03-25 1354-179.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-180.jpeg;1959-1960;Amelia gaat naar 't bal;22/05/1960;;ned
Scan 2024-03-25 1354-181.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-182.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-183.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-184.jpeg;1959-1960;Het Land van de Glimlach;22/05/1960;;ned
Scan 2024-03-25 1354-185.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-186.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-187.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-188.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-189.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-190.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-191.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-192.jpeg;1959-1960;Het Land van de Glimlach;24/05/1960;;ned
Scan 2024-03-25 1354-193.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-194.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-195.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-196.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-197.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-198.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-199.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-200.jpeg;1959-1960;De Rozenkavalier;25/05/1960;;ned
Scan 2024-03-25 1354-201.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-202.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-203.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-204.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-205.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-206.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-207.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-208.jpeg;1959-1960;Het kasteel van Blauwbaard;28/05/1960;;ned
Scan 2024-03-25 1354-209.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-210.jpeg;1959-1960;De wonderbare Mandarijn;28/05/1960;;ned
Scan 2024-03-25 1354-211.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-212.jpeg;1959-1960;Amelia gaat naar 't bal;28/05/1960;;ned
Scan 2024-03-25 1354-213.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-214.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-215.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-216.jpeg;1959-1960;De Rozenkavalier;29/05/1960;;ned
Scan 2024-03-25 1354-217.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-218.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-219.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-220.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-221.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-222.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-223.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-224.jpeg;1959-1960;Het kasteel van Blauwbaard;29/05/1960;;ned
Scan 2024-03-25 1354-225.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-226.jpeg;1959-1960;De wonderbare Mandarijn;29/05/1960;;ned
Scan 2024-03-25 1354-227.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-228.jpeg;1959-1960;Amelia gaat naar 't bal;29/05/1960;;ned
Scan 2024-03-25 1354-229.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-230.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-231.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-232.jpeg;1959-1960;Vier a cappella-liederen;31/05/1960;;ned
Scan 2024-03-25 1354-233.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-234.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-235.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-236.jpeg;1959-1960;Bella Mia Fiamma, Addio;31/05/1960;;ned
Scan 2024-03-25 1354-237.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-238.jpeg;1959-1960;Het Marialeven;31/05/1960;;ned
Scan 2024-03-25 1354-239.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-240.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-241.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-242.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-243.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-244.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-245.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-246.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-247.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-248.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-249.jpeg;1959-1960;De Barbier van Sevilla;02/06/1960;;ned
Scan 2024-03-25 1354-250.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-251.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-252.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-253.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-254.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-255.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-256.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-257.jpeg;1959-1960;Het Land van de Glimlach;04/06/1960;;ned
Scan 2024-03-25 1354-258.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-259.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-260.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-261.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-262.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-263.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-264.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-265.jpeg;1959-1960;De Barbier van Sevilla;05/06/1960;;ned
Scan 2024-03-25 1354-266.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-267.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-268.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-269.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-270.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-271.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-272.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-273.jpeg;1959-1960;Het Land van de Glimlach;05/06/1960;;ned
Scan 2024-03-25 1354-274.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-275.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-276.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-277.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-278.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-279.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-280.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-281.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-282.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-283.jpeg;1959-1960;De Sylfiden;07/06/1960;;ned
Scan 2024-03-25 1354-284.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-285.jpeg;1959-1960;Pygmalioon;07/06/1960;;ned
Scan 2024-03-25 1354-286.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-287.jpeg;1959-1960;Pièces Brillantes;07/06/1960;;ned
Scan 2024-03-25 1354-288.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-289.jpeg;1959-1960;Bolero;07/06/1960;;ned
Scan 2024-03-25 1354-290.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-291.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-292.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-293.jpeg;1959-1960;Het Land van de Glimlach;09/06/9160;;ned
Scan 2024-03-25 1354-294.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-295.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-296.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-297.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-298.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-299.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-300.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-301.jpeg;1959-1960;De Barbier van Sevilla;11/06/1960;;ned
Scan 2024-03-25 1354-302.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-303.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-304.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-305.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-306.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-307.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-308.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-309.jpeg;1959-1960;De Schone Helena;12/06/1960;;ned
Scan 2024-03-25 1354-310.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-311.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-312.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-313.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-314.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-315.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-316.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-317.jpeg;1959-1960;De Rozenkavalier;12/06/1960;;ned
Scan 2024-03-25 1354-318.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-319.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-320.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-321.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-322.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-323.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-324.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-325.jpeg;1959-1960;De Vrijschutter;14/06/1960;;ned
Scan 2024-03-25 1354-326.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-327.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-328.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-329.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-330.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-331.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-332.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-333.jpeg;1959-1960;;;;ned
Scan 2024-03-25 1354-334.jpeg;1959-1960;;;;ned
Scan 2024-04-29 0922-1.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-2.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-3.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-4.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-5.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-6.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-7.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-8.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-9.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-10.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-11.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-12.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-13.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-14.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-15.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-16.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-17.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-18.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-19.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-20.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-21.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-22.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-23.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-24.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-25.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-26.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-27.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-28.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-29.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-30.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-31.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-32.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-33.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-34.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-35.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-36.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-37.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-38.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-39.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-40.jpeg;1960-1961;Prins Igor;10/09/1960;openingsvoorstelling;ned
Scan 2024-04-29 0922-41.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-42.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-43.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-44.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-45.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-46.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-47.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-48.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-49.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-50.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-51.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-52.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-53.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-54.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-55.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-56.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-57.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-58.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-59.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-60.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-61.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-62.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-63.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-64.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-65.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-66.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-67.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-68.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0922-69.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-1.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-2.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-3.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-4.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-5.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-6.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-7.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-8.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-9.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-10.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-11.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-12.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-13.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-14.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-15.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-16.jpeg;1960-1961;Prins Igor;10/09/1960;openingsvoorstelling;ned
Scan 2024-04-29 0943-17.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-18.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-19.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-20.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-21.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-22.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-23.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-24.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-25.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-26.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-27.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-28.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-29.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-30.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-31.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-32.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-33.jpeg;1960-1961;Aida;11/09/1960;;ned
Scan 2024-04-29 0943-34.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-35.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-36.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-37.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-38.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-39.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-40.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-41.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-42.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-43.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-44.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-45.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-46.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-47.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-48.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-49.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-50.jpeg;1960-1961;Figaro's Bruiloft;11/09/1960;;ned
Scan 2024-04-29 0943-51.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-52.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-53.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-54.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-55.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-56.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-57.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-58.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-59.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-60.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-61.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-62.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-63.jpeg;1960-1961;Figaro's Bruiloft;15/09/1960;;ned
Scan 2024-04-29 0943-64.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-65.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-66.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-67.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-68.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-69.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-70.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-71.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-72.jpeg;1960-1961;De Vrijschutter;17/09/1960;;ned
Scan 2024-04-29 0943-73.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-74.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-75.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-76.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-77.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-78.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-79.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-80.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-81.jpeg;1960-1961;Prins Igor;18/09/1960;;ned
Scan 2024-04-29 0943-82.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-83.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-84.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-85.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-86.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-87.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-88.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-89.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-90.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-91.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-92.jpeg;1960-1961;Rigoletto;18/09/1960;;ned
Scan 2024-04-29 0943-93.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-94.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-95.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-96.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-97.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-98.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-99.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-100.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-101.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-102.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-103.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-104.jpeg;1960-1961;Het Zwanenmeer;20/09/1960;;ned
Scan 2024-04-29 0943-105.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-106.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-107.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-108.jpeg;1960-1961;De Dame van het Portret;20/09/1960;;ned
Scan 2024-04-29 0943-109.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-110.jpeg;1960-1961;Pygmalioon + Prins Igor;20/09/1960;;ned
Scan 2024-04-29 0943-111.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-112.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-113.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-114.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-115.jpeg;1960-1961;Prins Igor;22/09/1960;;ned
Scan 2024-04-29 0943-116.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-117.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-118.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-119.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-120.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-121.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-122.jpeg;1960-1961;Figaro's Bruiloft;24/09/1960;;ned
Scan 2024-04-29 0943-123.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-124.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-125.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-126.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-127.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-128.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-129.jpeg;1960-1961;Rigoletto;25/09/1960;;ned
Scan 2024-04-29 0943-130.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-131.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-132.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-133.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-134.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-135.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-136.jpeg;1960-1961;Prins Igor;25/09/1960;;ned
Scan 2024-04-29 0943-137.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-138.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-139.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-140.jpeg;1960-1961;Egmont;27/09/1960;galavoorstelling;ned
Scan 2024-04-29 0943-141.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-142.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-143.jpeg;1960-1961;Aida;29/09/1960;;ned
Scan 2024-04-29 0943-144.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-145.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-146.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-147.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-148.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-149.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-150.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-151.jpeg;1960-1961;;;;ned
Scan 2024-04-29 0943-152.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-1.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-2.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-3.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-4.jpeg;1960-1961;De Macht van het Noodlot;01/10/1960;;ned
